# x80,y99,z0,u,v,p,T
1.978592760873049139e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.190625355142114330e+02,1.906073708615461371e+01,3.326332775873449776e+01,6.247018760093832270e+02
2.120410779247444699e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.190506535741064766e+02,1.906464952720947537e+01,3.325891543955949459e+01,6.246596151477144758e+02
2.272156058908047505e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.190398188818805920e+02,1.906813586171678310e+01,3.325488875026135105e+01,6.246210350845402672e+02
2.434523508144892934e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.190299337854952171e+02,1.907123388250933971e+01,3.325121297277655685e+01,6.245858202102915584e+02
2.608256678828317909e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.190209092158445969e+02,1.907398028404961465e+01,3.324785614025602598e+01,6.245536755310881745e+02
2.794151171459582361e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.190126642081388724e+02,1.907641005754110708e+01,3.324478895636548970e+01,6.245243272366128622e+02
2.993058278575035924e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.190051253719573623e+02,1.907855608408333126e+01,3.324198467711995164e+01,6.244975226641214476e+02
3.205888883188570126e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.189982263345473399e+02,1.908044888916195347e+01,3.323941896749560243e+01,6.244730298102831512e+02
3.433617630125052056e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.189919071770056291e+02,1.908211652492242649e+01,3.323706974271954806e+01,6.244506365168415414e+02
3.677287389347088653e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.189861138789987791e+02,1.908358455063028813e+01,3.323491700209744693e+01,6.244301494337870508e+02
3.938014031714667240e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.189807977907608461e+02,1.908487608343236985e+01,3.323294266486795578e+01,6.244113928791319950e+02
4.216991539047976190e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.189759149782533285e+02,1.908601287900797061e+01,3.323113016050858448e+01,6.243942073025210675e+02
4.515497471894616144e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.189714119307437414e+02,1.908703573868052672e+01,3.322945015111690026e+01,6.243783560812977385e+02
4.834898820040521850e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.189714119307437414e+02,1.908703573868052672e+01,3.322945015111690026e+01,6.243783560812977385e+02
-1.763707217682217859e-02,2.093741789150089659e-04,0.000000000000000000e+00,3.225837540267643817e+03,0.000000000000000000e+00,6.666999999999999815e+00,3.000000000000000000e+02
-1.343385788699495362e-02,2.093741789150089659e-04,0.000000000000000000e+00,3.225837375549858280e+03,2.154562919689717777e-05,6.667032575383625925e+00,3.000014700320588759e+02
-1.016032650862484267e-02,2.093741789150089659e-04,0.000000000000000000e+00,3.225834909295730540e+03,3.898305384546100821e-04,6.667456231573170022e+00,3.000206231384482862e+02
-7.610847241981452682e-03,2.093741789150089659e-04,0.000000000000000000e+00,3.225817230838462820e+03,2.954652666653637128e-03,6.670170641585401405e+00,3.001431235157848505e+02
