# rhoA,rhoUA,rhoVA,rhoEA,LR
3.844265730097246931e-05,-1.333010171698695690e-09,-2.941742876126297398e-10,-6.596505213437701306e-13,1.215766545905693738e-05
3.813521149458251467e-05,-1.452864404991165467e-09,-2.304873975115232048e-10,-5.222468577948778569e-13,1.215766545905693738e-05
3.708143031107724341e-05,-1.550002110784103232e-09,-1.637264362446507869e-10,-3.761881232760478777e-13,1.215766545905693738e-05
3.519064536706314859e-05,-1.617610840959248455e-09,-9.552149309233508202e-11,-2.246609511410784057e-13,1.215766545905693738e-05
3.239092717182558921e-05,-1.646938911637491296e-09,-2.769827399421219864e-11,-7.242893294788419773e-14,1.215766545905693738e-05
2.865485063394322099e-05,-1.627831965398892463e-09,3.625166713336723191e-11,7.142472429450446513e-14,1.215766545905693738e-05
2.401571161692334647e-05,-1.548630711561072743e-09,9.299959274803715970e-11,1.978457753276345273e-13,1.215766545905693738e-05
1.861995742295342065e-05,-1.397258594801563340e-09,1.385489380372032720e-10,2.952384854405925995e-13,1.215766545905693738e-05
1.278921859662971860e-05,-1.164781385194816183e-09,1.678960344821108024e-10,3.493525470023004677e-13,1.215766545905693738e-05
7.085646172959795652e-06,-8.506288291668447109e-10,1.741734438804279168e-10,3.448116372039845099e-13,1.215766545905693738e-05
2.383292383849488195e-06,-4.783527619169119687e-10,1.508137154392337321e-10,2.738997923969615841e-13,1.215766545905693738e-05
-1.894133902063826104e-07,-1.286651628298555520e-10,9.415727059840233525e-11,1.499380062989138447e-13,1.215766545905693738e-05
-4.445917036586120155e-06,6.677848123383950756e-09,2.986174594021988932e-09,-4.011518257517555595e-12,1.215766545905693738e-05
-3.620814202399317779e-06,4.855174670203070582e-09,3.494170087163812673e-09,-2.953260305078531564e-12,1.215766545905693738e-05
-3.174006219812492453e-06,3.775906221933206040e-09,3.627186936076415775e-09,-2.321826599658416482e-12,1.215766545905693738e-05
-2.740763838583361317e-06,2.968856107461863151e-09,3.412553706820639035e-09,-1.850340720039141376e-12,1.215766545905693738e-05
-2.357127612459429881e-06,2.414199431876196943e-09,2.958288276550148871e-09,-1.528125526143809755e-12,1.215766545905693738e-05
-1.994958180646770093e-06,2.003318594975599942e-09,2.379668900055629938e-09,-1.291774173846807883e-12,1.215766545905693738e-05
-1.658427198584152733e-06,1.679401970959868963e-09,1.776480218614055160e-09,-1.106973218362617059e-12,1.215766545905693738e-05
-1.358240769338407822e-06,1.413305706698565497e-09,1.211942952840595882e-09,-9.560623682084842952e-13,1.215766545905693738e-05
-1.088379514885119618e-06,1.169304515614369620e-09,7.356747068066183696e-10,-8.128127961911639169e-13,1.215766545905693738e-05
-8.762086792873641940e-07,9.558966233393293896e-10,3.501180459986373215e-10,-6.751824306385686765e-13,1.215766545905693738e-05
-7.571148246247477954e-07,8.545639689071207007e-10,9.899419725390697762e-11,-6.133553389765590535e-13,1.215766545905693738e-05
-8.983728717864747525e-07,9.035543665683045110e-10,9.672775045659120489e-11,-5.755040714771199148e-13,1.215766545905693738e-05
-1.000927522601968860e-06,9.472560226396838271e-10,7.509495248614844246e-11,-5.570589833067954669e-13,1.215766545905693738e-05
-1.066775230914473111e-06,9.650594273020000085e-10,8.974630786553933731e-11,-5.260063093635711219e-13,1.215766545905693738e-05
-1.103814310187577934e-06,9.756695445204024823e-10,1.152256404774360376e-10,-5.046174574358134613e-13,1.215766545905693738e-05
-1.111283687857890073e-06,9.755636939783385848e-10,1.488064820477748497e-10,-4.871359087992270039e-13,1.215766545905693738e-05
-1.099097090004529317e-06,9.698086710350286157e-10,1.803389254190475149e-10,-4.746441426483882384e-13,1.215766545905693738e-05
-1.075624924588996126e-06,9.603503851630011678e-10,2.065328803832064291e-10,-4.641536144193418110e-13,1.215766545905693738e-05
-1.048017141067112103e-06,9.496314954497034592e-10,2.277928033521471674e-10,-4.548769247790733249e-13,1.215766545905693738e-05
-1.019603398067134338e-06,9.386310922671831417e-10,2.454626306511707220e-10,-4.463348995686404353e-13,1.215766545905693738e-05
-9.915392508826735816e-07,9.276394038918168798e-10,2.605199032936806000e-10,-4.383104744940458694e-13,1.215766545905693738e-05
-9.642545453065223687e-07,9.174192684192858463e-10,2.734366021163007971e-10,-4.315779114879137955e-13,1.215766545905693738e-05
-9.371062083478223940e-07,9.072167517697980992e-10,2.846189622973875638e-10,-4.247901383121813290e-13,1.215766545905693738e-05
-9.103716445720405773e-07,8.975158512733207231e-10,2.943168637115421876e-10,-4.189917920630104684e-13,1.215766545905693738e-05
-8.831008884999030745e-07,8.880594810097321274e-10,3.027201984771616572e-10,-4.137433183914785557e-13,1.215766545905693738e-05
-8.557653097581113982e-07,8.789778096719655669e-10,3.097661332643244442e-10,-4.094875946737571089e-13,1.215766545905693738e-05
-8.278880062577945338e-07,8.703664899859043689e-10,3.155786781596545793e-10,-4.063473754239197944e-13,1.215766545905693738e-05
-7.998658308139554529e-07,8.621997091774062394e-10,3.200667575525348532e-10,-4.041783901117858564e-13,1.215766545905693738e-05
-7.715930913006720052e-07,8.543780663304854433e-10,3.233890917322489511e-10,-4.032618458106258478e-13,1.215766545905693738e-05
-7.431229708983238894e-07,8.467939123331285487e-10,3.252218096831823165e-10,-4.036777760231081457e-13,1.215766545905693738e-05
-7.149511511918079367e-07,8.396599667097243438e-10,3.256851388099736659e-10,-4.060886250960317647e-13,1.215766545905693738e-05
-6.870684071805905106e-07,8.325393631629421493e-10,3.244859347760384400e-10,-4.097938066599407351e-13,1.215766545905693738e-05
-6.606111760287557777e-07,8.255486267481167543e-10,3.216726746916271311e-10,-4.156215944383087424e-13,1.215766545905693738e-05
-6.354791226420080547e-07,8.183764235803432280e-10,3.169102766104317611e-10,-4.233830763901206578e-13,1.215766545905693738e-05
-6.131798448820875700e-07,8.109913134179287500e-10,3.100674894484598851e-10,-4.336546362977208751e-13,1.215766545905693738e-05
-5.941582579007144526e-07,8.030805478921766585e-10,3.007760832159648265e-10,-4.461748225199075607e-13,1.215766545905693738e-05
-5.801831719554308368e-07,7.944816205573675420e-10,2.887880403261099059e-10,-4.612376502598674107e-13,1.215766545905693738e-05
-5.720507372088455193e-07,7.848102718778070744e-10,2.737094686810762250e-10,-4.788060886309756371e-13,1.215766545905693738e-05
-5.716034422462233210e-07,7.738831897900744469e-10,2.551264634293603066e-10,-4.992312594882213604e-13,1.215766545905693738e-05
-5.799855906947770656e-07,7.613776722179329968e-10,2.325687563239631256e-10,-5.223114766678955702e-13,1.215766545905693738e-05
-5.989586540832630730e-07,7.471120493667560695e-10,2.055231250085030993e-10,-5.481259544249783446e-13,1.215766545905693738e-05
-6.293368157749339096e-07,7.307258069227049698e-10,1.734204296765918289e-10,-5.765948472308169515e-13,1.215766545905693738e-05
-6.719382805474257748e-07,7.121097935456989734e-10,1.356459673588108354e-10,-6.081290146764239602e-13,1.215766545905693738e-05
-7.265917970521999443e-07,6.908930457948588386e-10,9.148894850817975258e-11,-6.423292088899072387e-13,1.215766545905693738e-05
-7.927669429162662396e-07,6.668975980762962592e-10,4.034968144984977323e-11,-6.795211385513726773e-13,1.215766545905693738e-05
-8.684382666889154237e-07,6.396049807152241974e-10,-1.865836762919408079e-11,-7.195828018643650859e-13,1.215766545905693738e-05
-9.508905758386233739e-07,6.087643004078225832e-10,-8.607720540856369495e-11,-7.632752340407176853e-13,1.215766545905693738e-05
-1.035967824537595373e-06,5.734397316551584965e-10,-1.628684160410777817e-10,-8.096793257193027638e-13,1.215766545905693738e-05
-1.119458838314145475e-06,5.330433155652410852e-10,-2.492273801816319972e-10,-8.595305737016029082e-13,1.215766545905693738e-05
-1.195230608414350596e-06,4.865111935562869938e-10,-3.460614840973678908e-10,-9.126165581494110926e-13,1.215766545905693738e-05
-1.257910058602448495e-06,4.328773680009128857e-10,-4.532869077473368463e-10,-9.688142323410100382e-13,1.215766545905693738e-05
-1.301255215054307941e-06,3.712055445011220577e-10,-5.709828967043464049e-10,-1.027658150762089443e-12,1.215766545905693738e-05
-1.320251453347499141e-06,3.003011298722690502e-10,-6.987441204451812216e-10,-1.088302098969793720e-12,1.215766545905693738e-05
-1.309028031133001557e-06,2.193693952247431442e-10,-8.359689658951672075e-10,-1.150407081985583965e-12,1.215766545905693738e-05
-1.264354336581396078e-06,1.276059353683821702e-10,-9.813380230053886134e-10,-1.212007707034354115e-12,1.215766545905693738e-05
-1.182599925663687962e-06,2.477847827469248780e-11,-1.133303896064371640e-09,-1.272208047886366302e-12,1.215766545905693738e-05
-1.062639784852498747e-06,-8.923383949605948754e-11,-1.289887493782031438e-09,-1.329114669634193317e-12,1.215766545905693738e-05
-9.048766470150784572e-07,-2.136435877910809590e-10,-1.448274356496528823e-09,-1.380681298949763019e-12,1.215766545905693738e-05
-7.086992985204846808e-07,-3.477403100459817979e-10,-1.605961505779627125e-09,-1.424997464046476392e-12,1.215766545905693738e-05
-4.791311094757111492e-07,-4.903341320092163257e-10,-1.759193286954109615e-09,-1.459360013673949791e-12,1.215766545905693738e-05
-2.197115800039294263e-07,-6.389643098610107057e-10,-1.904233070246515100e-09,-1.481463110566975248e-12,1.215766545905693738e-05
6.588910785760410996e-08,-7.917756760507050761e-10,-2.037440221059362451e-09,-1.489160767212875196e-12,1.215766545905693738e-05
3.674952263626074151e-07,-9.458603000394289820e-10,-2.153884163943104977e-09,-1.479471201252201038e-12,1.215766545905693738e-05
6.788048951190616366e-07,-1.097282796716196596e-09,-2.249147336062257952e-09,-1.450132356712271934e-12,1.215766545905693738e-05
9.924106661663032306e-07,-1.242802984581201195e-09,-2.318804206690649134e-09,-1.399670559457584626e-12,1.215766545905693738e-05
1.294796695126815922e-06,-1.377830279954817320e-09,-2.357586272581426020e-09,-1.325760723057534970e-12,1.215766545905693738e-05
1.576269181763821661e-06,-1.496752058071311254e-09,-2.360647760082156054e-09,-1.227087479611206911e-12,1.215766545905693738e-05
1.827225793628067648e-06,-1.594289071768692140e-09,-2.323621618944631343e-09,-1.104362061742264321e-12,1.215766545905693738e-05
2.032958805623619346e-06,-1.663904152731274171e-09,-2.242450302708730238e-09,-9.577467556080189661e-13,1.215766545905693738e-05
2.180743099451532826e-06,-1.697935121359274268e-09,-2.113092935819129389e-09,-7.894362954769993331e-13,1.215766545905693738e-05
2.260756841757314005e-06,-1.688527333193044816e-09,-1.933616294944680152e-09,-6.051101536231024983e-13,1.215766545905693738e-05
2.262037670042162934e-06,-1.627312280309518434e-09,-1.705285016890337072e-09,-4.120420373440620597e-13,1.215766545905693738e-05
2.173374149991874682e-06,-1.506274381164130237e-09,-1.430691366714320993e-09,-2.213942219553429133e-13,1.215766545905693738e-05
1.992610725446740883e-06,-1.319514764226816864e-09,-1.119484333169734808e-09,-4.959302396731768661e-14,1.215766545905693738e-05
1.723325694248083573e-06,-1.066666976670345111e-09,-7.895881444995520775e-10,8.409149482996993057e-14,1.215766545905693738e-05
1.377674558241251704e-06,-7.597723397931707618e-10,-4.710351247249054287e-10,1.569408725375612796e-13,1.215766545905693738e-05
9.859459908912867360e-07,-4.341870359287698718e-10,-2.087434571887440752e-10,1.526797449986989232e-13,1.215766545905693738e-05
5.957789992763587138e-07,-1.692779423455156654e-10,-5.922608945204449463e-11,9.102611855489204000e-14,1.215766545905693738e-05
-1.992643979811899635e-05,2.846593813852264159e-08,3.348986092147334180e-09,-1.810622180335218437e-11,1.215766545905693738e-05
-1.201943946684749996e-05,1.771094847146254419e-08,3.846346248325614907e-09,-1.171713119823756817e-11,1.215766545905693738e-05
-8.131133815561291796e-06,1.223035560746195183e-08,3.925387038301547437e-09,-8.379781630745939234e-12,1.215766545905693738e-05
-5.704832223928433338e-06,8.794899389126652648e-09,3.625435637063498754e-09,-6.235665398610928275e-12,1.215766545905693738e-05
-4.324203944917407775e-06,6.809309612257581085e-09,3.075300123852391495e-09,-4.942049909100215668e-12,1.215766545905693738e-05
-3.388344450094449164e-06,5.443684342610722077e-09,2.409270580138244207e-09,-4.008808070837039346e-12,1.215766545905693738e-05
-2.643045134294140632e-06,4.329221305135942574e-09,1.740429952725914711e-09,-3.218013435194846655e-12,1.215766545905693738e-05
-1.998839657757290227e-06,3.329955232073219014e-09,1.142575708178527111e-09,-2.491982843742126311e-12,1.215766545905693738e-05
-1.458059906304827356e-06,2.441820848019342920e-09,6.619201790331526302e-10,-1.830187355073779651e-12,1.215766545905693738e-05
-1.044162342677593191e-06,1.717004245583683202e-09,3.013695127658534854e-10,-1.279007417883618523e-12,1.215766545905693738e-05
-8.829495479976801918e-07,1.323393515013461910e-09,6.576892635647288707e-11,-9.404892193100845962e-13,1.215766545905693738e-05
-9.831831338379420366e-07,1.287105640612561499e-09,5.592052156053079578e-11,-8.816875788378983890e-13,1.215766545905693738e-05
-1.082659681241740651e-06,1.281507886119955649e-09,2.439997762396864819e-11,-8.592492213101469699e-13,1.215766545905693738e-05
-1.177233823704857102e-06,1.272207452400238987e-09,1.202165544474416718e-11,-8.431034597874705932e-13,1.215766545905693738e-05
-1.273352516686287983e-06,1.268838424644679655e-09,8.777022702481940120e-13,-8.409847342417926434e-13,1.215766545905693738e-05
-1.370572669126712017e-06,1.266254338739167412e-09,-7.909127702651254955e-12,-8.429079766511784501e-13,1.215766545905693738e-05
-1.472739746033617119e-06,1.265199647453139666e-09,-1.824840682295774476e-11,-8.485046520199166198e-13,1.215766545905693738e-05
-1.578490579629791473e-06,1.262582410907364999e-09,-2.981584617116776657e-11,-8.535293479460151463e-13,1.215766545905693738e-05
-1.686641521727843374e-06,1.257642048325700665e-09,-4.110244663133216946e-11,-8.563636648881311059e-13,1.215766545905693738e-05
-1.796350940469229767e-06,1.251328684453685560e-09,-5.126348153582838720e-11,-8.570302273168145167e-13,1.215766545905693738e-05
-1.906180170552450473e-06,1.243941841946981614e-09,-5.979473734655884203e-11,-8.549707244040151121e-13,1.215766545905693738e-05
-2.015463083269577165e-06,1.236192979919760676e-09,-6.695441683323915668e-11,-8.513769911050716490e-13,1.215766545905693738e-05
-2.123151777394799241e-06,1.228194439741658884e-09,-7.265861335821721245e-11,-8.462035371924066404e-13,1.215766545905693738e-05
-2.228753117315032120e-06,1.220560337345373138e-09,-7.706506582297420492e-11,-8.404288356426315878e-13,1.215766545905693738e-05
-2.331976852262802735e-06,1.213414022807909433e-09,-8.041584220458496120e-11,-8.338062810489872679e-13,1.215766545905693738e-05
-2.431941559278479493e-06,1.206989100861369340e-09,-8.288147524300495285e-11,-8.267898832572367431e-13,1.215766545905693738e-05
-2.528385756393052730e-06,1.201789782683508836e-09,-8.463961224444181031e-11,-8.198731535773170626e-13,1.215766545905693738e-05
-2.619573541034329323e-06,1.197981807894640498e-09,-8.565358616007141525e-11,-8.132335128842096096e-13,1.215766545905693738e-05
-2.704680457024357981e-06,1.196012671628478322e-09,-8.598994263056595630e-11,-8.075517901473182928e-13,1.215766545905693738e-05
-2.781781043127376964e-06,1.196286050240236611e-09,-8.596211669688029172e-11,-8.027281846648333183e-13,1.215766545905693738e-05
-2.848994803569618701e-06,1.199018839615655971e-09,-8.556031518292170671e-11,-7.993691895210488066e-13,1.215766545905693738e-05
-2.903156047168493400e-06,1.204505510818000217e-09,-8.494200793468257668e-11,-7.976551583623907665e-13,1.215766545905693738e-05
-2.940970807310620924e-06,1.213257578907251170e-09,-8.410318183402132520e-11,-7.986527812467187676e-13,1.215766545905693738e-05
-2.958391272098925843e-06,1.225361277693228305e-09,-8.338419479508852978e-11,-8.020632402475251041e-13,1.215766545905693738e-05
-2.950223387913274697e-06,1.241200476478515615e-09,-8.294497289815132705e-11,-8.089714634411872160e-13,1.215766545905693738e-05
-2.910260005716680910e-06,1.260845083634767318e-09,-8.306630710990524998e-11,-8.196925363508755481e-13,1.215766545905693738e-05
-2.830643951095897185e-06,1.284249116806332577e-09,-8.395681041071831619e-11,-8.352173078264706487e-13,1.215766545905693738e-05
-2.703154567378164906e-06,1.310998665032781654e-09,-8.602734208189638938e-11,-8.557901431859152418e-13,1.215766545905693738e-05
-2.517708450920271227e-06,1.340635875409007480e-09,-8.971475879114249852e-11,-8.821602270746650815e-13,1.215766545905693738e-05
-2.263239597570153708e-06,1.372103196604465393e-09,-9.541876013170254687e-11,-9.147283711896429468e-13,1.215766545905693738e-05
-1.927324753653808703e-06,1.404225155501931588e-09,-1.036480895362190056e-10,-9.543824105315300617e-13,1.215766545905693738e-05
